letterboxd_link,tmdb,title,original_title,poster,trailer,synopsis,year,ignore_me,rating
scary-movie-4,4257,Scary Movie 4,Scary Movie 4,/4SMqo8Me8aCT4KAVLeG9pk8VYiN.jpg,,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",2006,0,-1.0
the-hills-have-eyes-2006,9792,The Hills Have Eyes,The Hills Have Eyes,/qj4C2c96T1n3YnYxFG5l5bSTKbM.jpg,,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",2006,0,-1.0
final-destination-3,9286,Final Destination 3,Final Destination 3,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",2006,0,-1.0
a-history-of-violence,59,A History of Violence,A History of Violence,/rrc6GiAKHDrUjp8OmdVng9hRWBn.jpg,,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,2005,0,-1.0
hostel,1690,Hostel,Hostel,/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2006,0,-1.0
wedding-crashers,9522,Wedding Crashers,Wedding Crashers,/qbOcWedTY8YNTv2b7yNePDkAGl6.jpg,,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",2005,0,-1.0
the-descent,9392,The Descent,The Descent,/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",2005,0,-1.0
house-of-wax-2005,10066,House of Wax,House of Wax,/r0v8qg78Ol9NIsRGe3DME27ORpd.jpg,,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,2005,0,-1.0
the-grudge,1970,The Grudge,The Grudge,/5AGB8FVELnhMMw3nO372sw1xp58.jpg,,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",2004,0,-1.0
resident-evil-apocalypse,1577,Resident Evil: Apocalypse,Resident Evil: Apocalypse,/yzNQSLlZb7NAkA4C5uADfNDJ7hm.jpg,,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",2004,0,-1.0
white-chicks,12153,White Chicks,White Chicks,/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg,,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.",2004,0,-1.0
napoleon-dynamite,8193,Napoleon Dynamite,Napoleon Dynamite,/6Iv6Uwa2SBLN0dSGM00rdrwN4MJ.jpg,,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",2004,0,-1.0
the-day-after-tomorrow,435,The Day After Tomorrow,The Day After Tomorrow,/kX8qKXc4XR8pu7e8iUL574zgrci.jpg,,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",2004,0,-1.0
mean-girls,10625,Mean Girls,Mean Girls,/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004,0,-1.0
the-butterfly-effect,1954,The Butterfly Effect,The Butterfly Effect,/jY0hIz8eolynHqWN8vrTo0cypBI.jpg,,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",2004,0,-1.0
super-size-me,9372,Super Size Me,Super Size Me,/rCtgr3c5DDr8TsXmNKIAJq38C3h.jpg,,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.",2004,1,-1.0
garden-state,401,Garden State,Garden State,/raSYdKdWpzRyUeJuRlfacmQmXtd.jpg,,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",2004,0,-1.0
big-fish,587,Big Fish,Big Fish,/tjK063yCgaBAluVU72rZ6PKPH2l.jpg,,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",2003,0,-1.0
bad-santa,10147,Bad Santa,Bad Santa,/cwZ6jA87hrqVUS2RP3eN3Qxs0EM.jpg,,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",2003,0,-1.0
scary-movie-3,4256,Scary Movie 3,Scary Movie 3,/gLTVGCtUfD80sMDkbxAiWNso7Ne.jpg,,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",2003,0,-1.0
holes,8326,Holes,Holes,/w3KHhv3Lb42lqdd95mAxYwM4AcF.jpg,,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",2003,0,-1.0
old-school,11635,Old School,Old School,/6PglH0obonEEzU2qKo8apsCFlTg.jpg,,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,2003,0,-1.0
final-destination-2,9358,Final Destination 2,Final Destination 2,/sDsdhVmGzh4L56QvtLLinvXjDs3.jpg,,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",2003,0,-1.0
cabin-fever,11547,Cabin Fever,Cabin Fever,/oXbNFSI6hZpOEs5ZakX9ZlCfiCZ.jpg,,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",2003,0,-1.0
phone-booth,1817,Phone Booth,Phone Booth,/2vvF0IyTuzfHy4XK5p1oWJ8NwFz.jpg,,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",2002,0,-1.0
austin-powers-in-goldmember,818,Austin Powers in Goldmember,Austin Powers in Goldmember,/c4Sus7BvVQM6i9M3Cr0U8Vw0L9f.jpg,,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",2002,0,-1.0
scooby-doo,9637,Scooby-Doo,Scooby-Doo,/98zsG0FX7z6R4i5q0HONLM21dpt.jpg,,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",2002,0,-1.0
sympathy-for-mr-vengeance,4689,Sympathy for Mr. Vengeance,복수는 나의 것,/qtB1B1KcmggRfuhZELQ08aIGBV1.jpg,,"This is the story of Ryu, a deaf man, and his sister, who requires a kidney transplant. Ryu's boss, Park, has just laid him off, and in order to afford the transplant, Ryu and his girlfriend develop a plan to kidnap Park's daughter. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",2002,0,-1.0
resident-evil,1576,Resident Evil,Resident Evil,/uoXZOT9dGDtrZNgOSOOKOXlV4XT.jpg,,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",2002,0,-1.0
vanilla-sky,1903,Vanilla Sky,Vanilla Sky,/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg,,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",2001,0,-1.0
jason-x,11470,Jason X,Jason X,/qizsVrFGEkfVZ3WvkJb1q95JFVf.jpg,,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",2001,0,-1.0
legally-blonde,8835,Legally Blonde,Legally Blonde,/9ohlMrJHQqKhfUKh7Zr3JQqHNLZ.jpg,,"Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",2001,0,-1.0
jeepers-creepers,8922,Jeepers Creepers,Jeepers Creepers,/g410Y1U1ELbmJG14Zru3UAimm1G.jpg,,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",2001,0,-1.0
lara-croft-tomb-raider,1995,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,/sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg,,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",2001,0,-1.0
y-tu-mama-tambien,1391,Y Tu Mamá También,Y tu mamá también,/izw41PkE8y891yraO6fN1tCNmOG.jpg,,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",2001,0,-1.0
pearl-harbor,676,Pearl Harbor,Pearl Harbor,/ftkKVbk4sQEcekuaGJvpvXcNs32.jpg,,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",2001,0,-1.0
traffic,1900,Traffic,Traffic,/jbccmnqE4oAPI67bApgt2JiRPz8.jpg,,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",2000,0,-1.0
charlies-angels,4327,Charlie's Angels,Charlie's Angels,/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",2000,0,-1.0
scary-movie-2000,4247,Scary Movie,Scary Movie,/lRQiJXETkCnVVurHmglNvMXrZOx.jpg,,"Following on the heels of popular teen-scream horror movies, with uproarious comedy and biting satire. Marlon and Shawn Wayans, Shannon Elizabeth and Carmen Electra pitch in to skewer some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix, American Pie and The Blair Witch Project.",2000,0,-1.0
yi-yi,25538,Yi Yi,一一,/hTPkCpK9SLGDMXRbUwzoep0MxOx.jpg,,Each member of a family in Taipei asks hard questions about life's meaning as they live through everyday quandaries.,2000,0,-1.0
high-fidelity,243,High Fidelity,High Fidelity,/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg,,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",2000,0,-1.0
three-kings,6415,Three Kings,Three Kings,/fClJQW8xn8wHOFqoA4jUn0PZh1f.jpg,,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",1999,0,-1.0
american-pie,2105,American Pie,American Pie,/5P68by2Thn8wHAziyWGEw2O7hco.jpg,,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",1999,0,-1.0
austin-powers-the-spy-who-shagged-me,817,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg,,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.",1999,0,-1.0
the-faculty,9276,The Faculty,The Faculty,/e0h6XAmF7HjzcYFPlmyIY3I1xPj.jpg,,"When some very creepy things start happening around school, the kids at Herrington High make a chilling discovery that confirms their worst suspicions: their teachers really are from another planet!",1998,0,-1.0
run-lola-run,104,Run Lola Run,Lola rennt,/v0giIi4bTILVhNhJajet3WWY3FA.jpg,,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",1998,0,-1.0
theres-something-about-mary,544,There's Something About Mary,There's Something About Mary,/g03pwohXHOI75InM3zraiaEGguO.jpg,,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",1998,0,-1.0
pi,473,Pi,Pi,/lnZEukSpVPCGrwsysqfQpLgFraF.jpg,,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.,1998,0,-1.0
dark-city-1998,2666,Dark City,Dark City,/loNQRtd5IEqHLg9OxB2y8vgcXyn.jpg,,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",1998,0,-1.0
george-of-the-jungle,10603,George of the Jungle,George of the Jungle,/3ezRDeK5RGvsq1Yui0tYVQhxDdu.jpg,,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",1997,0,-1.0
austin-powers-international-man-of-mystery,816,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg,,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",1997,0,-1.0
mars-attacks,75,Mars Attacks!,Mars Attacks!,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",1996,0,-1.0
matilda,10830,Matilda,Matilda,/wnLbqoGRGdnPNjMV6rY75wgRamd.jpg,,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,1996,0,-1.0
jumanji,8844,Jumanji,Jumanji,/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",1995,0,-1.0
ghost-in-the-shell,9323,Ghost in the Shell,GHOST IN THE SHELL,/9gC88zYUBARRSThcG93MvW14sqx.jpg,,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",1995,0,-1.0
empire-records,13531,Empire Records,Empire Records,/UdDWuQJVJMTkieczyTOq2TfrwG.jpg,,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.,1995,0,-1.0
fallen-angels,11220,Fallen Angels,墮落天使,/cxPPU41kVizuyqoDE58som2RRzR.jpg,,"In this bifurcated crime narrative, a disillusioned hitman attempts to escape from his violent lifestyle against the wishes of his partner, who is infatuated with him, and an eccentric mute repeatedly encounters, then subsequently falls for a depressed woman looking for the prostitute who supposedly stole her ex-boyfriend's affections.",1995,0,-1.0
friday,10634,Friday,Friday,/kvtBMDc67NShviLR0AyjWklT8VW.jpg,,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",1995,0,-1.0
the-player,10403,The Player,The Player,/p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg,,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,1992,0,-1.0
edward-scissorhands,162,Edward Scissorhands,Edward Scissorhands,/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg,,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,1990,0,-1.0
close-up,30017,Close-Up,کلوزآپ ، نمای نزدیک,/m9HG2N9ZKCmNN9qOHJTNyy18wn3.jpg,,"This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.",1990,1,-1.0
the-burbs,11974,The 'Burbs,The 'Burbs,/1oyRR8D5WiVHwunIkOMjl30Jdg5.jpg,,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",1989,0,-1.0
the-vanishing,8740,The Vanishing,Spoorloos,/lPPrbznD8BaNtevV9nrWONH5QiA.jpg,,"Rex and Saskia are enjoying a biking holiday in France when, stopping at a gas station, Saskia disappears. Confounded, Rex searches everywhere, but to no avail. Three years later, he's still obsessed with finding her, pleading his case on television, putting up posters and ruining his new relationship in the process. Eventually an unassuming chemistry teacher, Raymond, approaches Rex, intimating that he knows what happened.",1988,0,-1.0
cinema-paradiso,11216,Cinema Paradiso,Nuovo Cinema Paradiso,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1988,0,-1.0
grave-of-the-fireflies,12477,Grave of the Fireflies,火垂るの墓,/wcNkHDbyc290hcWk7KXbBZUuXpq.jpg,,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",1988,0,-1.0
wings-of-desire,144,Wings of Desire,Der Himmel über Berlin,/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",1987,0,-1.0
hannah-and-her-sisters,5143,Hannah and Her Sisters,Hannah and Her Sisters,/gARgIRb2QFRFVrsziwWE389u1pK.jpg,,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",1986,0,-1.0
re-animator,1694,Re-Animator,Re-Animator,/oMnKJQF8yWnPxHAzNCs6mhHnNlq.jpg,,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,1985,0,-1.0
the-purple-rose-of-cairo,10849,The Purple Rose of Cairo,The Purple Rose of Cairo,/i37qc5kZug85dK3qwgfFvqdky7E.jpg,,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",1985,0,-1.0
stop-making-sense,24128,Stop Making Sense,Stop Making Sense,/uFMsMsk1NGo0QWs9IHknZVHSe4O.jpg,,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals.",1984,1,-1.0
amadeus,279,Amadeus,Amadeus,/tsqcwBp1jYZdcceXXoVEby0dZkt.jpg,,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival, Antonio Salieri—now confined to an insane asylum.",1984,0,-1.0
sixteen-candles,15144,Sixteen Candles,Sixteen Candles,/duLMXNN6ZkuBt4edVMIfOI6tx.jpg,,A teenage girl deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,1984,0,-1.0
videodrome,837,Videodrome,Videodrome,/dBqp1SxlqnJEHYDM9sNelXoQsO1.jpg,,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",1983,0,-1.0
friday-the-13th,4488,Friday the 13th,Friday the 13th,/4nbUlVEg31I8lchI3bu3Oq3Ks4t.jpg,,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,1980,0,-1.0
the-brood,28942,The Brood,The Brood,/zSEt4QXRI4Gypd9xvzvucOmPNl5.jpg,,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation.",1979,0,-1.0
nosferatu-the-vampyre,6404,Nosferatu the Vampyre,Nosferatu - Phantom der Nacht,/tY8V57Sj1aZqVHrulpIoarkUVa8.jpg,,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",1979,0,-1.0
picnic-at-hanging-rock,11020,Picnic at Hanging Rock,Picnic at Hanging Rock,/7BAXwmFN4pZDNb9N6kzmAAwdssi.jpg,,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",1975,0,-1.0
mirror,1396,Mirror,Зеркало,/u1Q3XY8KA5N1pPLD9BceUsLxCLU.jpg,,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",1975,0,-1.0
deep-red,20126,Deep Red,Profondo rosso,/gaIKncvslWPCXU4gWJdR9v8Ayme.jpg,,"A musician witnesses the murder of a famous psychic, and then teams up with a fiesty reporter to find the killer while evading attempts on their lives by the unseen killer bent on keeping a dark secret buried.",1975,0,-1.0
serpico,9040,Serpico,Serpico,/svPCCd1Uy7vsWCACXDtQJOPU8kb.jpg,,The real-life struggle of an honest New York City cop against a corrupt system.,1973,0,-1.0
fantastic-planet,16306,Fantastic Planet,La Planète sauvage,/prq0j1S0K07UjwLZLF6oMGflRUI.jpg,,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",1973,0,-1.0
aguirre-the-wrath-of-god,2000,"Aguirre, the Wrath of God","Aguirre, der Zorn Gottes",/cKntIEQ2wia3PDzPV4TTf8EIPN4.jpg,,"A few decades after the destruction of the Inca empire, a Spanish expedition leaves the mountains of Peru and goes down the Amazon river in search of gold and wealth. Soon, they come across great difficulties and Don Aguirre, a ruthless man who cares only about riches, becomes their leader. But will his quest lead them to ""the golden city"", or to certain destruction?",1972,0,-1.0
rosemarys-baby,805,Rosemary's Baby,Rosemary's Baby,/rDBHzuuA5uFrc9KbsksrsPvuzgA.jpg,,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn’t safe around their strange neighbors.,1968,0,-1.0
repulsion,11481,Repulsion,Repulsion,/goeiyoq9mlvcq0HmpRQsuApa9QZ.jpg,,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",1965,0,-1.0
carnival-of-souls,16093,Carnival of Souls,Carnival of Souls,/AdbQsFB8pS090l0NO3uBtLZy2zw.jpg,,"Mary Henry ends up the sole survivor of a fatal car accident through mysterious circumstances. Trying to put the incident behind her, she moves to Utah and takes a job as a church organist. But her fresh start is interrupted by visions of a fiendish man. As the visions begin to occur more frequently, Mary finds herself drawn to the deserted carnival on the outskirts of town. The strangely alluring carnival may hold the secret to her tragic past.",1962,0,-1.0
the-exterminating-angel,29264,The Exterminating Angel,El ángel exterminador,/ttA4HFg4SaGWvE7dx5GLuYCvSiv.jpg,,"After a lavish dinner party, the guests find themselves mysteriously unable to leave the room.",1962,0,-1.0
